Insertion	1000	0.021579504013061523
    Merge	1000	0.001211404800415039
Insertion	2000	0.07832074165344238
    Merge	2000	0.002664327621459961
Insertion	4000	0.30892205238342285
    Merge	4000	0.00617527961730957
Insertion	6000	0.697289228439331
    Merge	6000	0.009325504302978516
Insertion	8000	1.2546615600585938
    Merge	8000	0.0124359130859375
Insertion	10000	1.9407050609588623
    Merge	10000	0.016016483306884766
Insertion	12500	3.2377729415893555
    Merge	12500	0.021523237228393555
Insertion	15000	4.658651828765869
    Merge	15000	0.025973796844482422
Insertion	17500	6.093567609786987
    Merge	17500	0.030835866928100586
Insertion	20000	8.066662549972534
    Merge	20000	0.03671431541442871
Insertion	1000	0.018984556198120117
    Merge	1000	0.001310110092163086
Insertion	2000	0.07704496383666992
    Merge	2000	0.0027735233306884766
Insertion	4000	0.30921125411987305
    Merge	4000	0.00573420524597168
Insertion	6000	0.7201135158538818
    Merge	6000	0.009331941604614258
Insertion	8000	1.264977216720581
    Merge	8000	0.01333928108215332
Insertion	10000	1.9764459133148193
    Merge	10000	0.01651620864868164
Insertion	12500	3.1416192054748535
    Merge	12500	0.021294832229614258
Insertion	15000	4.672504901885986
    Merge	15000	0.026159048080444336
Insertion	17500	6.20701003074646
    Merge	17500	0.030567169189453125
Insertion	20000	8.123462200164795
    Merge	20000	0.03746151924133301
Insertion	1000	0.018158674240112305
    Merge	1000	0.001210927963256836
Insertion	2000	0.0794227123260498
    Merge	2000	0.0025959014892578125
Insertion	4000	0.35312557220458984
    Merge	4000	0.006220817565917969
Insertion	6000	0.7373270988464355
    Merge	6000	0.01061391830444336
Insertion	8000	1.3496344089508057
    Merge	8000	0.012722969055175781
Insertion	10000	2.087663412094116
    Merge	10000	0.01744556427001953
Insertion	12500	3.3372435569763184
    Merge	12500	0.023224592208862305
Insertion	15000	4.8610618114471436
    Merge	15000	0.027526140213012695
Insertion	17500	6.466862678527832
    Merge	17500	0.030032634735107422
Insertion	20000	8.131371974945068
    Merge	20000	0.03539919853210449
Insertion	1000	0.018175363540649414
    Merge	1000	0.0011637210845947266
Insertion	2000	0.08238554000854492
    Merge	2000	0.002584218978881836
Insertion	4000	0.3115508556365967
    Merge	4000	0.0060634613037109375
Insertion	6000	0.7106187343597412
    Merge	6000	0.00949549674987793
Insertion	8000	1.304992914199829
    Merge	8000	0.013071537017822266
Insertion	10000	2.027649164199829
    Merge	10000	0.01707601547241211
Insertion	12500	3.236388683319092
    Merge	12500	0.021666526794433594
Insertion	15000	4.845694065093994
    Merge	15000	0.025513648986816406
Insertion	17500	6.94996452331543
    Merge	17500	0.03416848182678223
Insertion	20000	8.76703429222107
    Merge	20000	0.040587425231933594
